iteration,current_bet_freq_QdQc,average_bet_freq_QdQc,current_bet_freq_QsQh,average_bet_freq_QsQh,current_bet_freq_QsQc,average_bet_freq_QsQc,current_bet_freq_QhQd,average_bet_freq_QhQd,current_bet_freq_QhQc,average_bet_freq_QhQc,current_bet_freq_QsQd,average_bet_freq_QsQd
220,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286
221,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286,0.613120,0.237286
222,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822
223,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822,0.475734,0.239822
224,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918
225,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918,0.263566,0.240918
226,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717
227,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717,0.000000,0.239717
228,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632
229,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632,0.000000,0.237632
230,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583
231,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583,0.000000,0.235583
232,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570
233,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570,0.000000,0.233570
234,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591
235,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591,0.000000,0.231591
236,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644
237,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644,0.000000,0.229644
238,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731
239,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731,0.000000,0.227731
240,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849
241,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849,0.000000,0.225849
242,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997
243,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997,0.000000,0.223997
244,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176
245,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176,0.047595,0.222176
246,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792
247,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792,0.286938,0.220792
248,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078
249,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078,0.436276,0.221078
250,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622
251,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622,0.560597,0.222622
252,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138
253,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138,0.687886,0.225138
254,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389
255,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389,0.722926,0.228389
256,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706
257,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706,0.689325,0.231706
258,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649
259,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649,0.610515,0.234649
260,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922
261,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922,0.502023,0.236922
262,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304
263,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304,0.373604,0.238304
264,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566
265,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566,0.210995,0.238566
266,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312
267,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312,0.000000,0.237312
268,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554
269,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554,0.000000,0.235554
270,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822
271,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822,0.000000,0.233822
272,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115
273,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115,0.000000,0.232115
274,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433
275,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433,0.000000,0.230433
276,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776
277,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776,0.000000,0.228776
278,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142
279,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142,0.000000,0.227142
280,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678
281,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678,0.207931,0.225678
282,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306
283,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306,0.367844,0.225306
284,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155
285,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155,0.490413,0.226155
286,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850
287,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850,0.592761,0.227850
288,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128
289,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128,0.640696,0.230128
290,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615
291,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615,0.643072,0.232615
292,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023
293,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023,0.606126,0.235023
294,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118
295,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118,0.544629,0.237118
296,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752
297,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752,0.467295,0.238752
298,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816
299,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816,0.376606,0.239816
300,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196
301,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196,0.269037,0.240196
302,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719
303,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719,0.138370,0.239719
304,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352
305,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352,0.000000,0.238352
306,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804
307,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804,0.000000,0.236804
308,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277
309,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277,0.000000,0.235277
310,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768
311,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768,0.000000,0.233768
312,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279
313,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279,0.000000,0.232279
314,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809
315,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809,0.000000,0.230809
316,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487
317,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487,0.182632,0.229487
318,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980
319,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980,0.332397,0.228980
320,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493
321,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493,0.447567,0.229493
322,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729
323,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729,0.548776,0.230729
324,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530
325,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530,0.623529,0.232530
326,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710
327,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710,0.671371,0.234710
328,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097
329,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097,0.690326,0.237097
330,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523
331,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523,0.681849,0.239523
332,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842
333,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842,0.649935,0.241842
334,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931
335,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931,0.599760,0.243931
336,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691
337,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691,0.535219,0.245691
338,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040
339,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040,0.457239,0.247040
340,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890
341,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890,0.366649,0.247890
342,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143
343,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143,0.259542,0.248143
344,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654
345,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654,0.128396,0.247654
346,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394
347,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394,0.000000,0.246394
348,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986
349,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986,0.000000,0.244986
350,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594
351,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594,0.000000,0.243594
352,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218
353,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218,0.000000,0.242218
354,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857
355,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857,0.000000,0.240857
356,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512
357,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512,0.000000,0.239512
358,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181
359,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181,0.000000,0.238181
360,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902
361,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902,0.112122,0.236902
362,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054
363,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054,0.269808,0.236054
364,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116
365,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116,0.384152,0.236116
366,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830
367,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830,0.482166,0.236830
368,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079
369,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079,0.577197,0.238079
370,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786
371,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786,0.648581,0.239786
372,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808
373,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808,0.696210,0.241808
374,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014
375,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014,0.718457,0.244014
376,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273
377,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273,0.714856,0.246273
378,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464
379,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464,0.688470,0.248464
380,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483
381,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483,0.644106,0.250483
382,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247
383,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247,0.586080,0.252247
384,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690
385,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690,0.516586,0.253690
386,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750
387,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750,0.436279,0.254750
388,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361
389,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361,0.344061,0.255361
390,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439
391,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439,0.234554,0.255439
392,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848
393,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848,0.098686,0.254848
394,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653
395,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653,0.000000,0.253653
396,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378
397,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378,0.000000,0.252378
398,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117
399,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117,0.000000,0.251117
400,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867
401,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867,0.000000,0.249867
402,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630
403,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630,0.000000,0.248630
404,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405
405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405,0.000000,0.247405
406,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193
407,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193,0.000000,0.246193
408,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992
409,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992,0.000000,0.244992
410,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820
411,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820,0.090331,0.243820
412,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966
413,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966,0.246672,0.242966
414,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879
415,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879,0.358569,0.242879
416,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357
417,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357,0.451838,0.243357
418,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285
419,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285,0.538563,0.244285
420,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606
421,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606,0.615542,0.245606
422,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243
423,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243,0.671252,0.247243
424,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090
425,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090,0.705190,0.249090
426,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043
427,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043,0.717043,0.251043
428,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006
429,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006,0.707656,0.253006
430,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892
431,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892,0.679444,0.254892
432,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624
433,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624,0.637238,0.256624
434,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146
435,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146,0.585549,0.258146
436,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415
437,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415,0.526165,0.259415
438,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397
439,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397,0.459431,0.260397
440,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054
441,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054,0.384276,0.261054
442,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338
